iter	Logloss
0	0.1759942518
1	0.09060205732
2	0.07493749346
3	0.06862373352
4	0.06738986424
5	0.06403765542
6	0.06147650037
7	0.06013278416
8	0.05879277911
9	0.05730325971
10	0.05626190731
11	0.05545305525
12	0.05398496355
13	0.05293212346
14	0.05192904881
15	0.05090815408
16	0.04936976297
17	0.04852767944
18	0.04715851375
19	0.04647456578
20	0.04552301407
21	0.04477886745
22	0.04402885437
23	0.04341929299
24	0.04232955115
25	0.04151468277
26	0.04044960839
27	0.04011766161
28	0.03980197634
29	0.03948085785
30	0.0381685148
31	0.03728176389
32	0.03585305895
33	0.03549550193
34	0.03521010535
35	0.03453228814
36	0.03423392432
37	0.03294722421
38	0.03255973543
39	0.03164365496
40	0.03097971235
41	0.0305043929
42	0.03002331325
43	0.02939050402
44	0.02904539926
45	0.02880997794
46	0.02806900569
47	0.02764109203
48	0.02739135742
49	0.02715387617
50	0.02707548414
51	0.02664320265
52	0.02639435359
53	0.0262055942
54	0.02609788622
55	0.02563562121
56	0.0252929088
57	0.02505529676
58	0.02484439577
59	0.02468612126
60	0.02426524026
61	0.02379516874
62	0.02341800962
63	0.02246653966
64	0.0220912947
65	0.02191021238
66	0.02161211695
67	0.02129085813
68	0.02115548815
69	0.0205123588
70	0.01997334889
71	0.01970573834
72	0.01948452268
73	0.01907420022
74	0.01874284063
75	0.01859491485
76	0.01834152085
77	0.018057221
78	0.0175885473
79	0.01746196611
80	0.01730693
81	0.01696258
82	0.01676481656
83	0.01671412877
84	0.01643485614
85	0.01621666772
86	0.01618544987
87	0.01597689356
88	0.01539588792
89	0.01526081494
90	0.01497272491
91	0.01485703605
92	0.01459126472
93	0.0144394752
94	0.01430089133
95	0.0142180906
96	0.01401890618
97	0.01360567365
98	0.01330470358
99	0.01310689654
100	0.01299120903
101	0.01288913999
102	0.01259263447
103	0.01247655732
104	0.01240305492
105	0.01223633902
106	0.01215032578
107	0.01206379209
108	0.01197291238
109	0.01169828142
110	0.01164111819
111	0.01162209647
112	0.01148852348
113	0.01110689027
114	0.01104892186
115	0.01095790863
116	0.01089169094
117	0.01078253474
118	0.01072807857
119	0.01053344727
120	0.01041699001
121	0.01036223548
122	0.01021930422
123	0.009920676095
124	0.009833789553
125	0.009652935437
126	0.009628765242
127	0.009407263483
128	0.009360452379
129	0.009327062879
130	0.009227551052
131	0.009148573194
132	0.009049778666
133	0.008928724698
134	0.008866348267
135	0.008815938405
136	0.008687109266
137	0.008589886938
138	0.008545356478
139	0.008478896277
140	0.008328777041
141	0.008259441512
142	0.008086429323
143	0.007690623147
144	0.007657548359
145	0.007517900467
146	0.007457775388
147	0.007320980344
148	0.007221607481
149	0.007164497375
150	0.00711778777
151	0.007029876709
152	0.007018333163
153	0.006965782983
154	0.006850724901
155	0.006791360038
156	0.006778093066
157	0.006714293616
158	0.006672503608
159	0.006598781858
160	0.006561113085
161	0.006534212657
162	0.006491034372
163	0.006467501777
164	0.006443961007
165	0.006433129311
166	0.006338530949
167	0.006261995861
168	0.006249855586
169	0.006222123419
170	0.006129274368
171	0.006087294987
172	0.006031984602
173	0.005995359421
174	0.005974408558
175	0.005956018993
176	0.005918724196
177	0.005893314907
178	0.005771653993
179	0.005724914415
180	0.005716075897
181	0.005675710269
182	0.005662293434
183	0.00564954928
184	0.005641288757
185	0.00559808663
186	0.005510997432
187	0.005451352937
188	0.005432410581
189	0.00541247436
190	0.005395206043
191	0.005291867937
192	0.005280805996
193	0.00519798415
194	0.005166918891
195	0.00514017616
196	0.005133587973
197	0.005125739915
